id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
251,Minanga Beach,"Pantai Minanga, Unnamed Road, Kec. Atinggola",4.5,122,"Minanga Beach adalah sebuah tempat wisata yang terletak di Pantai Minanga, Unnamed Road, Kec. Atinggola, Provinsi Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.9271452, 'longitude': 123.1085135}",https://www.google.com/maps/place/Minanga+Beach/data=!4m7!3m6!1s0x327eadd65dd877df:0x81ccaa6b01d45996!8m2!3d0.9271452!4d123.1085135!16s%2Fg%2F11rxs7cvtl!19sChIJ33fYXdatfjIRllnUAWuqzIE?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGUNMOVXp2f3A13g0w9nWucfJTC_QqtqDaV78RBajbogUidNMRUaqPaf7N4XJitEES-ix9KEeEZbSKsiTRHOOmSEs6QHnj-KKsYj3aJCGOxng0wDTdN84K-WxELZjFbkGy_NKc=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGUNMOVXp2f3A13g0w9nWucfJTC_QqtqDaV78RBajbogUidNMRUaqPaf7N4XJitEES-ix9KEeEZbSKsiTRHOOmSEs6QHnj-KKsYj3aJCGOxng0wDTdN84K-WxELZjFbkGy_NKc=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGUNMOVXp2f3A13g0w9nWucfJTC_QqtqDaV78RBajbogUidNMRUaqPaf7N4XJitEES-ix9KEeEZbSKsiTRHOOmSEs6QHnj-KKsYj3aJCGOxng0wDTdN84K-WxELZjFbkGy_NKc=w397-h298-k-no']",['pantai']
252,Bukit ceria desa dunu,"Dunu, Kec. Anggrek, Gorontalo",4.6,7,"Bukit Ceria Desa Dunu adalah sebuah tempat wisata yang terletak di Dunu, Kec. Anggrek, Provinsi Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.938286, 'longitude': 122.6470917}",https://www.google.com/maps/place/Bukit+ceria+desa+dunu/data=!4m7!3m6!1s0x327967c27ed9064d:0x6d41d8d9dfaeb635!8m2!3d0.938286!4d122.6470917!16s%2Fg%2F11v0pw48b0!19sChIJTQbZfsJneTIRNbau39nYQW0?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVAKrcLSR08lbQmvHWy1djhqY2iAGremPmWkM2k3UDDhaZHgmZErf5xTrtF20d80VMt6lweSG1t4PTqnYDhLyzJBJBkwhuFDRD2V2Ym566_MIHen5MJT7mbn9Ylmb54g7C3Nk=w86-h152-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVAKrcLSR08lbQmvHWy1djhqY2iAGremPmWkM2k3UDDhaZHgmZErf5xTrtF20d80VMt6lweSG1t4PTqnYDhLyzJBJBkwhuFDRD2V2Ym566_MIHen5MJT7mbn9Ylmb54g7C3Nk=w408-h725-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVAKrcLSR08lbQmvHWy1djhqY2iAGremPmWkM2k3UDDhaZHgmZErf5xTrtF20d80VMt6lweSG1t4PTqnYDhLyzJBJBkwhuFDRD2V2Ym566_MIHen5MJT7mbn9Ylmb54g7C3Nk=w224-h398-k-no']",['gunung']
253,Pasambaya river side,"Modellidu, Kec. Bulango Utara, Gorontalo",4.4,65,"Pasambaya river side adalah sebuah tempat wisata yang terletak di Modellidu, Kec. Bulango Utara, Provinsi Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.6773231, 'longitude': 123.0735311}",https://www.google.com/maps/place/Pasambaya+river+side/data=!4m7!3m6!1s0x3279339506702213:0x98b1d4f1d0f4b4fa!8m2!3d0.6773231!4d123.0735311!16s%2Fg%2F11kpsndhbd!19sChIJEyJwBpUzeTIR-rT00PHUsZg?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nre02Fcf7UIL2iNc5aw4pAhuHWdliEIMuEQfnbJeHwMAWXHQIUlnuEOb-uBxTLrBaDzHkKotPEJO5DIyUZBhiXPCpRiGPda7hYlMULR9xuOgHmjEhVvQ6NQkOEyXxOmOw=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nre02Fcf7UIL2iNc5aw4pAhuHWdliEIMuEQfnbJeHwMAWXHQIUlnuEOb-uBxTLrBaDzHkKotPEJO5DIyUZBhiXPCpRiGPda7hYlMULR9xuOgHmjEhVvQ6NQkOEyXxOmOw=w397-h298-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdQWhoSG4xnTHwLeVixc_yDfadSQucn2pXSUZBrD83hj1mFIJFOxiLFW-0zncepYS-dPE8aplzq5-IxDZBzItuAmAwjq0KON09yjPDbhxT9dyYrguLfP1Owh5C7KaTZ3eHjtiG=w529-h298-k-no']",['lainnya']
254,Wisata pantai kaisomaru,"Leato Sel., Gorontalo",4.4,87,"Wisata pantai kaisomaru adalah sebuah tempat wisata yang terletak di Leato Sel., Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.4870464, 'longitude': 123.0833762}",https://www.google.com/maps/place/Wisata+pantai+kaisomaru/data=!4m7!3m6!1s0x327f2bae14179f8f:0xe3a9d29a151f0e38!8m2!3d0.4870464!4d123.0833762!16s%2Fg%2F11s86x8rl8!19sChIJj58XFK4rfzIROA4fFZrSqeM?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIhUPZKSUwFwlweAa1rkv-9CdQEEnKUBpOKvYw23mUnaGIlStP4lIxbO7bBB9E4Kwp8nvSb4QENWpd2sXsxqAji_Ltlct9niLT2H8UY5we6QOPvP8mWCh2-bVB7AWLDh5-TY=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIhUPZKSUwFwlweAa1rkv-9CdQEEnKUBpOKvYw23mUnaGIlStP4lIxbO7bBB9E4Kwp8nvSb4QENWpd2sXsxqAji_Ltlct9niLT2H8UY5we6QOPvP8mWCh2-bVB7AWLDh5-TY=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIhUPZKSUwFwlweAa1rkv-9CdQEEnKUBpOKvYw23mUnaGIlStP4lIxbO7bBB9E4Kwp8nvSb4QENWpd2sXsxqAji_Ltlct9niLT2H8UY5we6QOPvP8mWCh2-bVB7AWLDh5-TY=w397-h298-k-no']",['pantai']
255,Wisata Hungayono,"Tulabolo, Kec. Suwawa Tim.",4.9,14,"Wisata Hungayono adalah sebuah tempat wisata yang terletak di Tulabolo, Kec. Suwawa Tim., Provinsi Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.5051694, 'longitude': 123.2914982}",https://www.google.com/maps/place/Wisata+Hungayono/data=!4m7!3m6!1s0x327ed8777193f4d7:0x5db308c90ae67cf7!8m2!3d0.5051694!4d123.2914982!16s%2Fg%2F11f280qpqm!19sChIJ1_STcXfYfjIR93zmCskIs10?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqP2N8hYJpgrTvrCWwUrgoGr3d8Cje-_axttKmKVQcel3vsU9VLegyHQScbwe0NIFNC0K9NyloAmE3K7691HkfBHFDo0G0U1PNuAY9hWtXd-Ur4aZ0RobbhLUt65ykqeFwaSjM3LQ=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqP2N8hYJpgrTvrCWwUrgoGr3d8Cje-_axttKmKVQcel3vsU9VLegyHQScbwe0NIFNC0K9NyloAmE3K7691HkfBHFDo0G0U1PNuAY9hWtXd-Ur4aZ0RobbhLUt65ykqeFwaSjM3LQ=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqP2N8hYJpgrTvrCWwUrgoGr3d8Cje-_axttKmKVQcel3vsU9VLegyHQScbwe0NIFNC0K9NyloAmE3K7691HkfBHFDo0G0U1PNuAY9hWtXd-Ur4aZ0RobbhLUt65ykqeFwaSjM3LQ=w224-h298-k-no']",['lainnya']
256,Pulau Saronde Gorontalo,"Moluo, Kec. Kwandang, Gorontalo",4.9,49,"Pulau Saronde Gorontalo adalah sebuah tempat wisata yang terletak di Moluo, Kec. Kwandang, Provinsi Gorontalo. Tempat ini menawarkan keindahan tempat wisata yang indah, serta berbagai aktivitas menarik bagi pengunjung.","{'latitude': 0.9263376, 'longitude': 122.863895}",https://www.google.com/maps/place/Pulau+Saronde+Gorontalo/data=!4m7!3m6!1s0x32795bf34dff4467:0xa8beb2a832ae8176!8m2!3d0.9263376!4d122.863895!16s%2Fg%2F11l241cc1d!19sChIJZ0T_TfNbeTIRdoGuMqiyvqg?authuser=0&hl=id&rclk=1,Gorontalo,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonvJQC3AdoDcUwdpUzn68Df9hvbAW0YhVN93UBl6drq1B2NMu2Qci5kakfI2MVflE9So-e30VLXDOMtmPFQxSMqKiqDdYZmbWynZthevHche86frJ7gbT4SFiMs1-r7bhGgzbHZg=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonvJQC3AdoDcUwdpUzn68Df9hvbAW0YhVN93UBl6drq1B2NMu2Qci5kakfI2MVflE9So-e30VLXDOMtmPFQxSMqKiqDdYZmbWynZthevHche86frJ7gbT4SFiMs1-r7bhGgzbHZg=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogMs2eXs6jB8aNf22XoONQEhpEfFUEBFBSpsw5XOsRqbUfgv_lLnFf8nG7ZVCeQB9psT-se_k8_-5nEnvuHSOavTb5wvruaOzVrI0dMmmT-ruo0IGdK3eaFEXNrzeS_K27quVj=w360-h640-k-no']",['pulau']
257,"Taman Hutan Pinus PAL X, Kota Jambi","Jl. Raya Palembang - Jambi, Kenali Asam Bawah",4.2,1.322,"Taman Hutan Pinus PAL X adalah taman wisata yang terletak di Jl. Raya Palembang - Jambi, Kenali Asam Bawah, Kota Jambi. Taman ini menawarkan keindahan alam dan fasilitas rekreasi yang cocok untuk liburan keluarga.","{'latitude': -1.6732299, 'longitude': 103.591953}","https://www.google.com/maps/place/Taman+Hutan+Pinus+PAL+X,+Kota+Jambi/data=!4m7!3m6!1s0x2e2586fdbbd64107:0x519bb0ac55a7bc2e!8m2!3d-1.6732299!4d103.591953!16s%2Fg%2F11fyljz1f2!19sChIJB0HWu_2GJS4RLrynVaywm1E?authuser=0&hl=id&rclk=1",Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQcVOGuvCc6OLtoYGW-FyqUTsLcZH_L4mlk1jAi3YykRYKOFRkoHtQcD7bShKT46lLui978cifwCidCAZaf7GmsYwauYt2iW6J5__Bpt8LzK77rkX9K8kJfUHU5ei8Vsv32I_X=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQcVOGuvCc6OLtoYGW-FyqUTsLcZH_L4mlk1jAi3YykRYKOFRkoHtQcD7bShKT46lLui978cifwCidCAZaf7GmsYwauYt2iW6J5__Bpt8LzK77rkX9K8kJfUHU5ei8Vsv32I_X=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQcVOGuvCc6OLtoYGW-FyqUTsLcZH_L4mlk1jAi3YykRYKOFRkoHtQcD7bShKT46lLui978cifwCidCAZaf7GmsYwauYt2iW6J5__Bpt8LzK77rkX9K8kJfUHU5ei8Vsv32I_X=w529-h298-k-no']","['taman', 'taman_hutan']"
258,Kawasan Wisata Danau Sipin,"Jl. Ade Irma Suryani Nasution, Telanaipura, Kec. Telanaipura",4.4,77,"Kawasan Wisata Danau Sipin adalah sebuah danau alami yang terletak di tengah Kota Jambi, tepatnya di Kecamatan Telanaipura. Danau ini memiliki luas sekitar 40 hektar dan menjadi salah satu destinasi wisata populer bagi masyarakat Jambi dan sekitarnya.","{'latitude': -1.6020969, 'longitude': 103.5825217}",https://www.google.com/maps/place/Kawasan+Wisata+Danau+Sipin/data=!4m7!3m6!1s0x2e2589b7e4add73f:0x57f7757566ed0f91!8m2!3d-1.6020969!4d103.5825217!16s%2Fg%2F11j3x93klp!19sChIJP9et5LeJJS4RkQ_tZnV191c?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZBjgHeonpIzPm0b6JNTJMrGAJZar2CvvPNWtrxCsAEumyuBoaqox9DDEJ4R7MYKXLV4mAAQAwC2RZ5cK37ILdViynPdD97EltiGN5xwbAgXjMxGEWzbvK3UAEhU2JfMvQ3xIO=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZBjgHeonpIzPm0b6JNTJMrGAJZar2CvvPNWtrxCsAEumyuBoaqox9DDEJ4R7MYKXLV4mAAQAwC2RZ5cK37ILdViynPdD97EltiGN5xwbAgXjMxGEWzbvK3UAEhU2JfMvQ3xIO=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZBjgHeonpIzPm0b6JNTJMrGAJZar2CvvPNWtrxCsAEumyuBoaqox9DDEJ4R7MYKXLV4mAAQAwC2RZ5cK37ILdViynPdD97EltiGN5xwbAgXjMxGEWzbvK3UAEhU2JfMvQ3xIO=w529-h298-k-no']",['danau']
259,Air Terjun Arai Indah,"Unnamed Road, Mukai Pintu, Kec. Siulak",4.0,14,"Air Terjun Arai Indah adalah sebuah air terjun yang terletak di Desa Talang Kemulun, Kecamatan Danau Kerinci, Kabupaten Kerinci, Provinsi Jambi. Beberapa sumber juga menyebutkan lokasinya berada di Mukai Pintu, Siulak, Kabupaten Kerinci.","{'latitude': -1.9421689, 'longitude': 101.3627115}",https://www.google.com/maps/place/Air+Terjun+Arai+Indah/data=!4m7!3m6!1s0x2e2da7e0d448ba27:0x3d2ec6bc1ef33490!8m2!3d-1.9421689!4d101.3627115!16s%2Fg%2F11hcfjnj99!19sChIJJ7pI1OCnLS4RkDTzHrzGLj0?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0KPAVRp8V_vTr5farM-s5efDOBoAto4wM9qxX5JeDA0riaj5DzwLxXcUk6j8u076lJNSZcAwsmKPgHqITB6dX9kiC3DaoZY_MJF1tcfwwsIe17eBYWJjt8eyINkPhdtZv0dWD=w86-h129-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0KPAVRp8V_vTr5farM-s5efDOBoAto4wM9qxX5JeDA0riaj5DzwLxXcUk6j8u076lJNSZcAwsmKPgHqITB6dX9kiC3DaoZY_MJF1tcfwwsIe17eBYWJjt8eyINkPhdtZv0dWD=w408-h612-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0KPAVRp8V_vTr5farM-s5efDOBoAto4wM9qxX5JeDA0riaj5DzwLxXcUk6j8u076lJNSZcAwsmKPgHqITB6dX9kiC3DaoZY_MJF1tcfwwsIe17eBYWJjt8eyINkPhdtZv0dWD=w224-h336-k-no']",['air_terjun']
260,Destinasi Wisata Jambi,"Penyengat Rendah, Kec. Telanaipura",5.0,1,"Destinasi Wisata Jambi adalah sebuah destinasi wisata yang terletak di Penyengat Rendah, Kecamatan Telanaipura, Kota Jambi. Destinasi ini menawarkan berbagai fasilitas rekreasi dan hiburan yang cocok untuk liburan keluarga.","{'latitude': -1.569703, 'longitude': 103.5525794}",https://www.google.com/maps/place/Destinasi+Wisata+Jambi/data=!4m7!3m6!1s0x2e25895597697955:0xf123a9fb5bdcdb56!8m2!3d-1.569703!4d103.5525794!16s%2Fg%2F11v02x4j_p!19sChIJVXlpl1WJJS4RVtvcW_upI_E?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/p/AF1QipPuFiU64odh_ARbG5D8ZlT3obJ2yOB5dIOIL29J=w114-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPuFiU64odh_ARbG5D8ZlT3obJ2yOB5dIOIL29J=w408-h306-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPuFiU64odh_ARbG5D8ZlT3obJ2yOB5dIOIL29J=w397-h298-k-no']",['lainnya']
261,Taman Kongkow Kota Jambi,Paal Lima,4.3,1.332,"Taman Kongkow Kota Jambi adalah ruang terbuka hijau yang berlokasi di Jalan Kopral Sardi RT 25, Kelurahan Paal Lima, Kecamatan Kota Baru, Kota Jambi. Taman ini menjadi tempat rekreasi yang populer di kalangan masyarakat Jambi, terutama anak-anak dan keluarga.","{'latitude': -1.6394095, 'longitude': 103.6222213}",https://www.google.com/maps/place/Taman+Kongkow+Kota+Jambi/data=!4m7!3m6!1s0x2e25861066d97a1f:0xee60b66a761d4431!8m2!3d-1.6394095!4d103.6222213!16s%2Fg%2F11c2kl8nfs!19sChIJH3rZZhCGJS4RMUQddmq2YO4?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrf0S_TIFCJIayu1eMHJ8f-i86y_7-tOgUkMlV0pMH2lFaUjsXrte_cwR1DBLLvl7uLy1U7xuw92Am_KzRXHk3a3VBNr3LluDO5VYL_jgqQxC-xpVdXbOgLBq3TtYEF8JLTBpVH=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrf0S_TIFCJIayu1eMHJ8f-i86y_7-tOgUkMlV0pMH2lFaUjsXrte_cwR1DBLLvl7uLy1U7xuw92Am_KzRXHk3a3VBNr3LluDO5VYL_jgqQxC-xpVdXbOgLBq3TtYEF8JLTBpVH=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrf0S_TIFCJIayu1eMHJ8f-i86y_7-tOgUkMlV0pMH2lFaUjsXrte_cwR1DBLLvl7uLy1U7xuw92Am_KzRXHk3a3VBNr3LluDO5VYL_jgqQxC-xpVdXbOgLBq3TtYEF8JLTBpVH=w529-h298-k-no']",['taman']
262,Sipin Lake,"Legok, Kec. Telanaipura",4.2,621,"Danau Sipin sudah pernah kita bahas sebelumnya. Ini adalah danau alami yang terletak di tengah Kota Jambi, menjadi tempat rekreasi yang populer. Danau ini menawarkan pemandangan indah, aktivitas air, serta kuliner khas Jambi.","{'latitude': -1.5983409, 'longitude': 103.594535}",https://www.google.com/maps/place/Sipin+Lake/data=!4m7!3m6!1s0x2e2588fa2f635dcb:0xafd48b021c6fbd0d!8m2!3d-1.5983409!4d103.594535!16s%2Fg%2F11gdz5_r0k!19sChIJy11jL_qIJS4RDb1vHAKL1K8?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcodVLMZFE8iCzsNPe_IW0hbwkbkI13jNBvI_WlUzyPm5AfK58pVQQ1PLomrMGuZwT-Q-WTb7FSXqqKEfpq4dmi2zS_tS9i7KX9jIaRpdT-W66NZW-Fh4Hlp_waRMMOOtB4mh3gA=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcodVLMZFE8iCzsNPe_IW0hbwkbkI13jNBvI_WlUzyPm5AfK58pVQQ1PLomrMGuZwT-Q-WTb7FSXqqKEfpq4dmi2zS_tS9i7KX9jIaRpdT-W66NZW-Fh4Hlp_waRMMOOtB4mh3gA=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcodVLMZFE8iCzsNPe_IW0hbwkbkI13jNBvI_WlUzyPm5AfK58pVQQ1PLomrMGuZwT-Q-WTb7FSXqqKEfpq4dmi2zS_tS9i7KX9jIaRpdT-W66NZW-Fh4Hlp_waRMMOOtB4mh3gA=w397-h298-k-no']",['danau']
263,Ancol Kota Jambi,"Kasang, Kec. Ps. Jambi",4.3,378,Ancol Kota Jambi adalah sebuah taman yang terletak di Kota Jambi. Tempat ini berdekatan dengan Jembatan Gentala Arasy dan menawarkan berbagai pilihan kuliner.,"{'latitude': -1.5884232, 'longitude': 103.6170821}",https://www.google.com/maps/place/Ancol+Kota+Jambi/data=!4m7!3m6!1s0x2e2589213d64626d:0x3d4765cddb359403!8m2!3d-1.5884232!4d103.6170821!16s%2Fg%2F11c51w52b8!19sChIJbWJkPSGJJS4RA5Q1281lRz0?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreCwn9w6z2gJFf2OVM22ULaxK672WwilzHlgplmpNkR6we7Jp-A6kpafGALhzpdpy-1eiGuw_jNS_54koX0a7QP8VsZqjFYW-bznii4B5FeS0XYd_QI84EjnQ2q2VRYyXZ5g_B=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreCwn9w6z2gJFf2OVM22ULaxK672WwilzHlgplmpNkR6we7Jp-A6kpafGALhzpdpy-1eiGuw_jNS_54koX0a7QP8VsZqjFYW-bznii4B5FeS0XYd_QI84EjnQ2q2VRYyXZ5g_B=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreCwn9w6z2gJFf2OVM22ULaxK672WwilzHlgplmpNkR6we7Jp-A6kpafGALhzpdpy-1eiGuw_jNS_54koX0a7QP8VsZqjFYW-bznii4B5FeS0XYd_QI84EjnQ2q2VRYyXZ5g_B=w397-h298-k-no']",['lainnya']
264,Rawa Bento,"Jernih Jaya, Kec. Gn. Tujuh, Jambi",4.5,162,"Rawa Bento merupakan rawa tertinggi yang ada di Sumatra yaitu pada ketinggian 1333 mdpl. Rawa ini terletak di terletak di Desa Jernih Jaya, Kecamatan Gunung Tujuh, Kabupaten Kerinci, Jambi. Kawasan rawa dengan luas kurang lebih 1000 ha ini memiliki ekosistem rawa yang terdiri atas rumput rawa gambut, hutan rawa kerdil, serta danau rawa kecil. 
Rawa Bento berasal dari kata Bento, dalam bahasa lokal berarti rumput. Rumput rawa gambut pada rawa Bento didominasi oleh rumput Bento (Leersia hexandra: ...","{'latitude': -1.7279178, 'longitude': 101.3472401}",https://www.google.com/maps/place/Rawa+Bento/data=!4m7!3m6!1s0x2e2c55eea0824e8d:0xd403674a6992181!8m2!3d-1.7279178!4d101.3472401!16s%2Fg%2F11h_st1n_2!19sChIJjU6CoO5VLC4RgSGZpnQ2QA0?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/p/AF1QipNuEzuP5eW-rubjDublRymeUkd4tjah_TXGWSmw=w153-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNuEzuP5eW-rubjDublRymeUkd4tjah_TXGWSmw=w427-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNuEzuP5eW-rubjDublRymeUkd4tjah_TXGWSmw=w531-h298-k-no']","['gunung', 'danau', 'wisata_alam']"
265,Air Terjun Muara Karing,"Air Batu, Kec. Renah Pembarap",4.3,138,"Air Terjun Muara Karing atau dikenal juga dengan Air Terjun Mengkaring merupakan air terjun yang terletak dikawasan Geopark Merangin-Jambi atau lebih tepatnya di desa Air Batu, kecamatan Renah Pembarap, Merangin, Jambi.
Air terjun ini memiliki beberapa tingkatan, terletak di pertemuan muara Sungai Karing dengan Sungai Batang Merangin.

Air Terjun Muara Karing memang cukup unik, terdapat batu-batu sungai yang membentuk seperti tingkatan. Debit air yang dipengaruhi dengan cuaca, ketika musim pengh...","{'latitude': -2.1518347, 'longitude': 102.1538444}",https://www.google.com/maps/place/Air+Terjun+Muara+Karing/data=!4m7!3m6!1s0x2e2e0b13176df8dd:0x96b5bcbc1944e582!8m2!3d-2.1518347!4d102.1538444!16s%2Fg%2F11l9l8w06h!19sChIJ3fhtFxMLLi4RguVEGby8tZY?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9FY-e4Fx9aASZ9OUEvwHAfHC_KbLYjR-NSQsXNWmPI1932OfGonaKQ2NYuXJZuDR540cMYRJW4dKx76EwEGVByoXex6STNmA8tXHIDI-qy5vIEEpjWy_GDftbdPwMq8BhRUTV=w127-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9FY-e4Fx9aASZ9OUEvwHAfHC_KbLYjR-NSQsXNWmPI1932OfGonaKQ2NYuXJZuDR540cMYRJW4dKx76EwEGVByoXex6STNmA8tXHIDI-qy5vIEEpjWy_GDftbdPwMq8BhRUTV=w408-h275-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9FY-e4Fx9aASZ9OUEvwHAfHC_KbLYjR-NSQsXNWmPI1932OfGonaKQ2NYuXJZuDR540cMYRJW4dKx76EwEGVByoXex6STNmA8tXHIDI-qy5vIEEpjWy_GDftbdPwMq8BhRUTV=w441-h298-k-no']","['air_terjun', 'taman']"
266,Jembatan Gentala Arasy,"Kasang, Kec. Jambi Tim.",4.5,7.148,"Jembatan Gentala Arasy adalah sebuah jembatan pedestrian untuk pejalan kaki yang melintang di atas Sungai Batanghari, Kota Jambi. Jembatan ini menghubungkan Tepian Tanggo Rajo ke Menara Gentala Arasy, Jambi Seberang. Jembatan Gentala Arasy adalah jembatan pedestrian di atas sungai pertama di Indonesia yang memiliki kontur meliuk seperti huruf S. 
Jembatan ini merupakan proyek dari masa pemerintahan Gubernur Jambi, Hasan Basri Agus, dan diresmikan oleh Wakil Presiden Indonesia pada waktu itu, Jus...","{'latitude': -1.586732, 'longitude': 103.6156861}",https://www.google.com/maps/place/Jembatan+Gentala+Arasy/data=!4m7!3m6!1s0x2e25892177b8b457:0xa72648d09e67b339!8m2!3d-1.586732!4d103.6156861!16s%2Fg%2F11bw3dk3vr!19sChIJV7S4dyGJJS4RObNnntBIJqc?authuser=0&hl=id&rclk=1,Jambi,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozI2oCwc4-YD2Ib1gdxWtH6W9WZcjMJqwnJaz5lfz2gn6JA-70IFfMCPHQn46t7igqP-4vyIrfz2ZqBguG65MEez7Mg8wmJldO54GPVr6yqvo56FYlEcVERclrPlkVIXInwujC=w86-h152-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozI2oCwc4-YD2Ib1gdxWtH6W9WZcjMJqwnJaz5lfz2gn6JA-70IFfMCPHQn46t7igqP-4vyIrfz2ZqBguG65MEez7Mg8wmJldO54GPVr6yqvo56FYlEcVERclrPlkVIXInwujC=w408-h725-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozI2oCwc4-YD2Ib1gdxWtH6W9WZcjMJqwnJaz5lfz2gn6JA-70IFfMCPHQn46t7igqP-4vyIrfz2ZqBguG65MEez7Mg8wmJldO54GPVr6yqvo56FYlEcVERclrPlkVIXInwujC=w224-h398-k-no']",['lainnya']
